goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,1,0,19,51.35,6,46.15,0,0.0,13,1,84.84,25,50.0,666,6,7,1,9,0,0,0,7,1,0,0,0,0,70,0,235,7,7,33.33,10,45.45,6,18,6,0,3,0,0,0.0,0,1,0.09,0,0,0,Onur Bulut,Başakşehir FK,142494,3086
1,1,0,9,47.37,12,52.17,0,0.0,5,0,87.1,21,50.0,555,5,7,0,8,0,0,0,8,0,0,0,0,0,16,0,243,0,0,0.0,8,32.0,5,37,3,0,1,1,0,100.0,0,0,0.63,0,0,0,Toni Borevković,Samsunspor,886843,3053
1,0,0,20,45.45,2,33.33,9,60.0,7,2,71.76,22,44.0,481,4,5,6,7,0,0,0,11,0,0,0,0,0,53,2,122,15,6,42.86,5,50.0,5,2,7,1,11,3,6,9.09,0,0,1.34,0,0,0,Sam Larsson,Fatih Karagümrük,229800,4954
2,3,0,28,36.36,21,37.5,7,30.43,6,1,61.82,49,36.84,916,15,13,18,16,0,0,0,6,0,0,0,0,0,42,2,102,9,0,0.0,0,0.0,4,17,5,8,24,8,5,8.33,0,2,3.48,0,0,0,Uchenna Ogundu,Alanyaspor,1996846,6362
0,4,1,40,58.82,16,53.33,3,60.0,18,0,77.78,56,57.14,1333,19,14,8,15,0,0,0,26,1,0,0,0,0,65,0,469,12,5,16.67,49,41.88,14,73,5,0,10,3,2,0.0,0,0,0.34,0,0,1,Jure Balkovec,Fatih Karagümrük,171625,4954
0,0,0,31,65.96,4,40.0,10,90.91,18,0,85.19,35,61.4,391,3,6,5,13,0,0,0,8,2,0,0,0,0,34,0,138,8,3,60.0,1,11.11,2,9,4,0,3,0,1,0.0,0,0,0.05,1,1,0,Arif Boşluk,Trabzonspor,1138095,3051
1,4,0,80,50.0,18,45.0,22,44.9,16,1,73.57,98,49.0,1071,43,20,28,14,0,0,0,19,5,0,0,0,0,98,0,231,13,3,17.65,8,47.06,11,10,6,4,35,12,9,2.86,0,5,3.01,0,0,0,Jackson Muleka,Konyaspor,927649,3085
1,3,0,32,47.76,3,20.0,14,53.85,4,0,80.63,35,42.68,584,14,8,12,17,0,0,0,10,2,0,0,0,0,51,2,129,9,4,19.05,7,87.5,8,3,3,0,18,6,7,5.56,0,5,1.06,1,0,0,Prince Ampem,Eyüpspor,923888,7040
0,0,0,10,62.5,1,25.0,1,50.0,2,0,80.3,11,55.0,188,7,0,1,9,0,0,0,2,0,0,0,0,0,25,0,53,5,6,27.27,5,83.33,0,3,4,0,8,2,3,0.0,0,2,0.35,0,0,0,Edin Višća,Trabzonspor,109779,3051
0,0,0,7,53.85,1,50.0,2,50.0,3,0,91.23,8,53.33,119,2,0,1,3,0,0,0,3,0,0,0,0,0,20,1,52,2,0,0.0,1,50.0,0,3,3,1,3,1,1,0.0,0,0,0.19,0,0,0,Afonso Sousa,Samsunspor,855672,3053
0,0,0,6,42.86,1,25.0,0,0.0,6,0,78.79,7,38.89,195,0,1,1,4,0,0,0,0,0,0,0,0,0,5,1,26,2,1,50.0,1,33.33,1,3,0,1,1,1,0,0.0,0,1,0.1,0,0,0,Taylan Bulut,Beşiktaş JK,1418644,3050
0,3,0,33,54.1,5,35.71,3,37.5,12,0,85.4,38,50.67,599,18,11,7,12,0,0,0,10,1,0,0,0,0,45,2,234,5,0,0.0,13,65.0,7,10,7,0,1,0,1,0.0,0,0,0.03,0,1,0,Ogün Özçiçek,Gaziantep FK,859783,5138
0,1,0,13,56.52,15,53.57,0,0.0,9,0,87.4,28,54.9,552,4,5,0,9,0,0,0,7,2,0,0,0,0,34,0,229,3,1,100.0,18,60.0,12,33,5,0,4,1,3,0.0,0,0,0.34,0,1,0,Marko Jevtović,Konyaspor,310068,3085
1,2,0,20,42.55,4,44.44,10,55.56,7,0,74.47,24,42.86,450,3,5,9,13,0,0,0,9,1,0,0,0,0,34,0,105,5,5,35.71,9,64.29,1,2,5,1,11,5,3,9.09,0,1,1.39,0,0,0,Altin Zeqiri,Çaykur Rizespor,991742,3064
0,3,0,28,49.12,11,47.83,5,45.45,12,1,83.15,39,48.75,611,12,11,6,15,0,0,0,9,2,0,0,0,0,78,2,232,12,0,0.0,10,83.33,4,4,6,0,4,0,0,0.0,0,0,0.16,0,0,0,Morten Bjørlo,Konyaspor,921358,3085
0,4,1,18,42.86,22,62.86,2,100.0,8,0,92.8,40,51.95,715,8,17,0,10,0,0,0,7,3,0,0,0,0,23,0,438,0,0,0.0,19,73.08,14,54,7,0,4,0,1,0.0,0,2,0.2,1,1,0,Ousseynou Ba,Başakşehir FK,889430,3086
0,0,0,3,75.0,7,63.64,0,0.0,2,2,71.43,10,66.67,73,1,0,1,7,0,0,0,2,0,0,0,0,0,3,1,10,3,0,0.0,3,100.0,0,3,0,0,4,1,0,0.0,0,2,0.31,0,0,0,Talha Sariarslan,Kayserispor,1088715,3072
0,0,0,27,58.7,6,42.86,3,33.33,11,0,83.61,33,55.0,725,14,4,6,9,0,0,0,9,0,0,0,0,0,72,0,250,2,3,11.54,15,51.72,6,17,4,1,5,0,3,0.0,1,1,0.54,1,2,0,Rıdvan Yılmaz,Beşiktaş JK,910086,3050
3,4,0,52,46.02,29,36.25,9,31.03,4,2,69.06,81,41.97,1067,40,32,13,13,0,0,0,10,1,0,0,0,0,33,2,125,5,0,0.0,8,61.54,4,10,4,2,31,10,6,9.68,0,10,4.37,0,0,0,M'Baye Niang,Gençlerbirliği,139228,7802
1,6,0,25,54.35,21,43.75,0,0.0,18,0,86.51,46,48.94,1038,7,16,0,13,0,0,0,20,1,0,0,0,0,54,0,513,4,0,0.0,24,38.71,13,63,5,1,7,2,2,14.29,0,0,0.75,0,0,0,Arda Kızıldağ,Gaziantep FK,904228,5138
2,4,0,41,41.0,18,45.0,10,45.45,16,2,81.84,59,42.14,1439,15,23,11,16,0,0,0,25,6,0,0,0,0,146,4,347,23,24,18.46,13,52.0,6,6,17,6,39,13,9,5.13,1,11,3.08,0,1,0,Miguel Cardoso,Kayserispor,344009,3072
1,0,0,5,33.33,1,20.0,3,50.0,1,0,76.6,6,30.0,147,1,1,4,6,0,0,0,2,1,0,0,0,0,8,1,36,2,0,0.0,2,50.0,0,6,3,0,3,1,0,33.33,0,0,0.1,0,0,0,Valentin Mihăilă,Çaykur Rizespor,925242,3064
0,0,0,8,57.14,3,60.0,2,28.57,4,0,85.71,11,57.89,182,2,0,0,4,0,0,0,3,0,0,0,0,0,13,1,60,1,0,0.0,8,100.0,2,0,1,0,0,0,0,0.0,0,0,,0,2,0,Hasan Yakub İlçin,Antalyaspor,2031279,3056
0,1,0,15,55.56,4,66.67,3,42.86,8,0,80.6,19,57.58,232,4,4,2,9,0,0,0,6,1,0,0,0,0,33,1,108,6,1,11.11,11,61.11,4,2,2,0,7,2,3,0.0,1,0,0.42,0,1,0,Juninho Bacuna,Gaziantep FK,788971,5138
0,1,0,42,52.5,9,42.86,2,22.22,27,0,79.44,51,50.5,871,14,16,4,15,0,0,0,11,1,0,0,0,0,50,0,197,3,2,16.67,6,50.0,5,14,12,0,4,0,1,0.0,0,0,0.11,0,0,0,Cem Üstündag,Kasımpaşa,1387006,6063
2,4,0,23,31.08,35,53.03,0,0.0,14,0,78.24,58,41.43,1182,10,27,16,14,0,0,0,17,0,0,0,0,0,71,5,205,12,2,20.0,6,50.0,5,11,3,5,26,11,6,7.69,0,14,3.29,0,0,0,Mame Thiam,Eyüpspor,180981,7040
0,0,0,19,61.29,21,48.84,2,66.67,17,1,88.7,40,54.05,1170,2,6,1,14,0,0,0,13,1,0,0,0,0,48,0,589,1,0,0.0,34,53.13,12,72,5,0,3,0,2,0.0,0,0,0.13,1,2,0,Ľubomír Šatka,Samsunspor,187231,3053
0,1,0,4,50.0,1,50.0,1,50.0,2,0,84.62,5,50.0,63,1,2,1,7,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0.0,0,0.0,1,3,0,0,1,0,1,0.0,0,0,0.09,0,0,0,Ahmed Ildız,Göztepe,849329,3054
0,0,0,47,46.53,0,0.0,19,45.24,10,0,83.5,47,43.93,967,18,11,16,16,0,0,0,11,1,0,0,0,0,99,1,248,11,4,16.0,17,70.83,2,5,5,0,26,8,9,0.0,0,6,1.5,0,0,0,Kazeem Olaigbe,Trabzonspor,1004346,3051
0,2,0,7,58.33,8,50.0,0,0.0,5,0,64.94,15,53.57,351,2,5,0,9,0,0,0,3,0,0,0,0,0,8,0,50,0,0,0.0,6,40.0,3,25,1,0,1,1,0,0.0,0,0,0.04,1,0,0,Furkan Bayır,Göztepe,1003161,3054
1,0,0,25,37.31,19,51.35,11,50.0,4,0,74.69,44,42.31,809,10,9,18,14,0,0,0,6,1,0,0,0,0,40,1,121,6,6,20.0,0,0.0,2,5,6,3,16,4,4,6.25,1,4,0.62,0,0,0,Daniel Agyei,Kocaelispor,793227,3065
1,3,0,84,59.15,28,50.0,14,50.0,29,1,76.57,112,56.57,1530,44,22,8,17,0,0,0,31,1,0,0,0,0,79,5,477,5,5,31.25,20,30.3,27,49,18,2,15,3,5,6.67,0,1,1.58,1,1,0,Atakan Çankaya,Fatih Karagümrük,1066338,4954
0,3,0,37,48.05,14,46.67,5,62.5,25,1,79.71,51,47.66,1513,7,15,7,17,0,0,0,23,5,0,0,0,0,126,2,491,24,34,36.17,35,41.18,21,42,15,0,12,1,9,0.0,0,1,0.39,0,0,0,Guilherme Haubert Sityá,Konyaspor,224112,3085
0,2,0,15,46.88,10,45.45,4,100.0,7,0,89.71,25,46.3,526,4,16,2,10,0,0,0,7,2,0,0,0,0,12,0,244,3,0,0.0,7,38.89,9,33,2,0,4,0,0,0.0,0,0,0.35,0,0,0,Tayyip Talha Sanuç,Gaziantep FK,851909,5138
0,0,0,7,29.17,5,50.0,3,30.0,3,0,73.13,12,35.29,273,1,3,4,4,0,0,0,5,0,0,0,0,0,19,0,49,2,2,40.0,3,60.0,2,4,3,0,7,1,2,0.0,0,0,0.26,0,0,0,Ryan Mendes,Kocaelispor,52797,3065
0,1,0,10,62.5,7,53.85,0,0.0,5,0,73.83,17,58.62,258,5,5,1,8,0,0,0,3,1,0,0,0,0,29,0,79,2,5,38.46,5,29.41,1,10,0,0,2,0,0,0.0,0,3,0.02,0,0,0,Soner Gönül,Samsunspor,867727,3053
1,0,0,19,57.58,20,52.63,4,44.44,7,1,65.75,39,54.93,477,9,3,5,13,0,0,0,9,1,0,0,0,0,21,1,48,2,1,25.0,0,0.0,1,8,2,1,10,2,4,10.0,2,1,0.76,0,0,0,Kubilay Kanatsızkuş,Kasımpaşa,828953,6063
1,2,0,32,58.18,0,0.0,5,41.67,14,1,69.41,32,50.79,798,13,6,5,14,0,0,0,16,4,0,0,0,0,50,1,177,10,8,25.81,18,42.86,3,9,5,3,20,5,6,5.0,1,5,2.46,0,0,0,Deian Sorescu,Gaziantep FK,797602,5138
5,2,1,38,26.95,60,47.24,8,33.33,12,0,65.12,98,36.57,1234,19,55,25,15,0,0,0,17,2,0,0,0,0,78,1,140,8,0,0.0,2,40.0,4,13,13,6,30,11,3,16.67,1,4,3.3,0,0,0,Pape Habib Gueye,Kasımpaşa,880778,6063
0,3,0,55,52.88,1,20.0,23,71.88,13,2,83.23,56,51.38,884,19,15,18,16,0,0,0,12,1,0,0,0,0,55,5,263,12,7,25.93,11,44.0,6,6,7,5,9,6,0,0.0,2,1,1.93,0,1,0,Yalçın Kayan,Eyüpspor,945548,7040
0,1,0,2,50.0,1,20.0,0,0.0,2,0,80.33,3,33.33,69,0,2,0,6,0,0,0,2,0,0,0,0,0,13,0,49,0,0,0.0,7,58.33,0,1,0,0,0,0,0,0.0,0,0,,0,1,0,Taşkın Ilter,Eyüpspor,171911,7040
0,0,0,8,61.54,1,50.0,0,0.0,3,0,75.68,9,60.0,88,5,3,2,6,0,0,0,3,0,0,0,0,0,9,0,28,1,0,0.0,0,0.0,2,0,1,0,1,0,0,0.0,0,0,0.06,0,0,0,İzzet Çelik,Alanyaspor,826836,6362
1,1,0,24,38.1,2,18.18,3,18.75,14,1,76.59,26,35.14,908,7,13,3,11,0,0,0,10,0,0,0,0,0,72,1,193,10,6,26.09,10,41.67,9,12,10,3,7,4,1,14.29,1,0,1.53,0,1,0,Yusuf Özdemir,Alanyaspor,1084884,6362
0,3,1,20,51.28,2,50.0,1,14.29,4,1,88.45,22,51.16,634,15,7,5,12,0,0,0,12,0,0,0,0,0,87,1,245,8,10,35.71,23,67.65,3,3,2,0,10,3,4,0.0,0,0,0.52,0,0,1,Cafú,Kasımpaşa,110956,6063
0,0,0,6,40.0,0,0.0,2,50.0,2,0,80.65,6,31.58,168,2,5,1,8,0,0,0,1,0,0,0,0,0,23,1,50,2,3,18.75,2,66.67,0,1,1,0,6,2,3,0.0,0,1,0.38,0,0,0,Marius Ștefănescu,Konyaspor,988637,3085
0,1,0,43,48.31,5,35.71,11,47.83,13,0,83.85,48,46.6,644,19,20,12,13,0,0,0,7,0,0,0,0,0,32,3,109,3,0,0.0,4,57.14,8,4,2,0,5,1,2,0.0,0,1,0.17,0,0,0,Joseph Nonge,Kocaelispor,1149138,3065
0,4,0,39,65.0,11,37.93,5,83.33,17,1,85.55,50,56.18,1355,17,8,7,16,0,0,0,18,2,0,0,0,0,72,1,527,4,4,25.0,25,42.37,15,38,5,0,0,0,0,0.0,0,1,,0,0,0,Nihad Mujakić,Eyüpspor,858004,7040
0,1,0,43,49.43,10,45.45,14,50.0,12,1,85.45,53,48.62,1074,17,7,16,16,0,0,0,20,0,0,0,0,0,99,3,323,12,3,17.65,8,47.06,5,5,8,0,13,1,4,0.0,0,0,0.8,0,0,0,Berkay Özcan,Fatih Karagümrük,806964,4954
0,0,0,18,52.94,4,57.14,1,25.0,13,1,64.47,22,53.66,241,4,4,3,8,0,0,0,7,0,0,0,0,0,15,1,49,2,5,27.78,7,46.67,4,5,6,0,1,1,0,0.0,0,0,0.01,0,0,0,Burak Kapacak,Kayserispor,836686,3072
0,2,0,24,51.06,10,50.0,10,55.56,3,0,62.5,34,50.75,396,11,6,7,9,0,0,0,5,0,0,0,0,0,17,1,50,4,0,0.0,3,50.0,1,1,3,0,8,1,3,0.0,0,2,0.44,0,0,0,Halil Dervişoğlu,Çaykur Rizespor,930775,3064
0,1,0,23,60.53,6,50.0,5,71.43,9,1,74.85,29,58.0,510,10,9,5,10,0,0,0,5,2,0,0,0,0,35,1,128,7,0,0.0,3,23.08,0,6,2,0,5,1,1,0.0,0,0,0.18,0,0,0,Mateusz Łęgowski,Eyüpspor,1064080,7040
0,1,1,15,62.5,1,12.5,3,60.0,7,0,88.24,16,50.0,291,5,5,2,11,0,0,0,4,0,0,0,0,0,28,0,105,3,1,25.0,3,50.0,4,16,0,0,2,0,1,0.0,0,0,0.13,0,0,0,Josafat Mendes,Samsunspor,1133258,3053
0,3,0,32,39.02,14,46.67,17,62.96,9,2,76.95,46,41.07,968,7,16,11,16,0,0,0,18,5,0,0,0,0,84,4,197,21,11,25.58,13,52.0,6,14,13,1,13,3,6,0.0,0,1,0.53,0,0,1,Aaron Opoku,Kayserispor,930136,3072
3,1,0,24,42.86,6,33.33,7,36.84,1,2,77.17,30,40.54,1064,18,9,8,16,0,0,0,11,0,0,0,0,0,58,2,169,10,2,16.67,7,63.64,0,3,3,2,20,7,5,15.0,0,5,2.05,0,0,0,Ui-Jo Hwang,Alanyaspor,791314,6362
2,3,0,13,36.11,22,46.81,1,33.33,3,1,73.86,35,42.17,715,12,13,7,12,0,0,0,4,0,0,0,0,0,40,1,130,8,0,0.0,5,55.56,0,12,3,3,20,6,9,10.0,0,2,2.47,0,0,0,Serdar Dursun,Kocaelispor,123917,3065
1,3,0,25,51.02,21,53.85,3,100.0,17,0,84.76,46,52.27,977,6,15,0,14,0,0,0,15,3,0,0,0,0,35,0,484,2,2,40.0,40,47.62,5,53,11,0,2,1,0,50.0,0,0,0.85,1,0,0,Attila Mocsi,Çaykur Rizespor,889382,3064
0,0,0,0,0.0,0,0.0,0,0.0,0,0,68.0,0,0.0,90,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,17,0,0,0.0,3,27.27,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Dominik Livaković,Fenerbahçe,190419,3052
0,0,0,0,0.0,0,0.0,0,0.0,0,0,85.71,0,0.0,90,0,0,0,1,1,1,0,4,0,0,0,0,0,5,0,30,0,0,0.0,7,58.33,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Berke Özer,Eyüpspor,847494,7040
0,0,0,0,0.0,0,0.0,0,0.0,0,0,66.67,0,0.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Baran Mogultay,Alanyaspor,1388550,6362
0,0,0,2,100.0,2,100.0,0,0.0,1,0,90.0,4,100.0,20,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,9,0,0,0.0,2,100.0,0,2,0,0,0,0,0,0.0,0,0,,0,0,0,Rob Nizet,Gaziantep FK,964758,5138
0,0,0,4,80.0,1,100.0,2,100.0,1,0,75.0,5,83.33,82,2,0,1,3,0,0,0,1,0,0,0,0,0,7,0,27,1,0,0.0,1,25.0,0,3,0,0,0,0,0,0.0,0,0,,0,1,0,Alper Demirol,Fatih Karagümrük,1145695,4954
0,2,0,15,60.0,9,69.23,2,40.0,10,0,81.15,24,63.16,317,3,1,1,6,0,0,0,5,2,0,0,0,0,34,0,99,1,3,10.71,9,56.25,3,15,5,0,0,0,0,0.0,0,0,,0,0,0,Muharrem Cinan,Kocaelispor,957582,3065
0,1,0,42,45.16,10,45.45,10,55.56,18,0,86.67,52,45.22,729,14,16,13,14,0,0,0,9,2,0,0,0,0,70,0,273,3,0,0.0,15,68.18,4,11,16,0,10,2,6,0.0,0,0,0.41,0,0,0,Muhamed Buljubašić,Çaykur Rizespor,1134586,3064
0,2,0,14,58.33,4,44.44,1,50.0,8,0,85.96,18,54.55,588,5,4,1,10,0,0,0,6,2,0,0,0,0,55,0,202,3,1,7.14,13,52.0,3,14,4,0,4,1,2,0.0,0,1,0.26,0,0,0,Ömer Ali Şahiner,Başakşehir FK,103912,3086
0,2,0,7,43.75,1,25.0,0,0.0,3,0,80.49,8,40.0,161,4,5,3,12,0,0,0,2,1,0,0,0,0,11,0,66,0,0,0.0,4,80.0,0,2,1,0,4,1,2,0.0,0,0,0.16,0,0,0,Taylan Antalyalı,Çaykur Rizespor,190197,3064
0,2,0,14,46.67,2,40.0,3,27.27,3,0,84.62,16,45.71,285,9,4,3,8,0,0,0,6,0,0,0,0,0,9,0,44,2,2,22.22,2,40.0,4,1,2,0,5,2,2,0.0,0,0,0.15,0,0,0,Yusuf Barası,Kasımpaşa,1000187,6063
0,0,1,10,50.0,0,0.0,2,50.0,5,0,75.68,10,47.62,262,3,7,1,3,0,0,0,3,1,0,0,0,0,19,0,56,1,2,25.0,10,71.43,1,2,0,1,2,1,0,0.0,0,0,0.15,0,0,0,Michał Nalepa,Gençlerbirliği,760480,7802
0,1,0,3,60.0,2,100.0,0,0.0,2,0,82.5,5,71.43,84,1,1,1,1,0,0,0,0,0,0,0,0,0,9,0,33,2,0,0.0,1,50.0,1,0,0,0,2,0,0,0.0,0,0,0.13,0,0,0,Anthony Nwakaeme,Trabzonspor,139455,3051
0,0,0,3,60.0,4,40.0,0,0.0,3,0,88.33,7,46.67,131,0,2,0,7,0,0,0,4,0,0,0,0,0,3,0,53,0,0,0.0,3,75.0,1,10,0,0,1,0,0,0.0,0,0,0.06,0,0,0,Arda Ünyay,Galatasaray,1464636,3061
0,0,0,5,55.56,8,57.14,0,0.0,3,0,92.06,13,56.52,185,2,2,1,3,0,0,0,5,1,0,0,0,0,3,0,116,0,0,0.0,3,60.0,0,18,1,0,1,0,0,0.0,0,0,0.04,0,0,0,Serdar Saatçı,Trabzonspor,1084880,3051
0,4,0,16,41.03,8,50.0,3,50.0,8,0,79.36,24,43.64,558,5,14,1,10,0,0,0,10,0,0,0,0,0,48,0,173,5,3,20.0,10,34.48,9,13,6,0,5,0,0,0.0,0,0,0.18,1,0,0,Jhon Espinoza,Kasımpaşa,929098,6063
0,3,0,23,46.94,8,36.36,0,0.0,13,0,78.34,31,43.66,736,10,17,1,15,0,0,0,13,3,0,0,0,0,43,1,217,2,0,0.0,26,48.15,14,12,9,0,5,0,2,0.0,0,0,0.22,0,0,0,Dorukhan Toköz,Kayserispor,796133,3072
0,1,0,16,57.14,5,41.67,4,44.44,7,0,77.0,21,52.5,410,5,3,3,7,0,0,0,5,0,0,0,0,0,38,1,154,5,3,27.27,8,32.0,7,13,2,0,5,0,1,0.0,0,3,0.18,0,0,0,Umut Meraş,Eyüpspor,609746,7040
0,1,0,5,38.46,1,33.33,0,0.0,5,1,88.24,6,37.5,87,0,5,1,7,0,0,0,2,0,0,0,0,0,9,0,30,3,1,100.0,4,66.67,2,0,1,0,2,1,1,0.0,0,0,0.12,0,0,0,Berkan Kutlu,Galatasaray,992912,3061
2,4,0,40,32.0,59,36.2,16,42.11,18,3,57.51,99,34.38,1346,6,35,29,16,0,0,0,6,2,0,0,0,0,88,4,134,21,2,14.29,5,55.56,0,7,6,9,36,15,8,5.56,1,7,3.84,0,0,0,Janderson,Göztepe,1462989,3054
0,2,0,34,43.59,9,42.86,4,30.77,23,1,81.72,43,43.43,995,7,12,10,16,0,0,0,15,2,0,0,0,0,78,1,237,11,4,13.79,11,64.71,4,5,13,1,13,9,1,0.0,1,0,1.25,1,1,0,Abdülkadir Ömür,Antalyaspor,826155,3056
0,3,0,17,40.48,3,75.0,4,40.0,8,0,72.5,20,43.48,305,5,15,4,5,0,0,0,3,0,0,0,0,0,25,1,58,2,0,0.0,2,66.67,1,1,1,1,9,2,4,0.0,0,1,0.6,0,0,0,Tanguy Coulibaly,Samsunspor,954060,3053
1,3,0,20,29.41,11,61.11,2,25.0,13,0,80.32,31,36.05,757,5,20,7,9,0,0,0,12,0,0,0,0,0,42,1,302,5,1,25.0,12,36.36,6,10,17,0,5,1,0,20.0,0,0,0.85,0,1,0,Matías Kranevitter,Fatih Karagümrük,295159,4954
0,0,0,4,100.0,3,50.0,0,0.0,3,0,71.43,7,70.0,72,1,0,0,7,0,0,0,2,0,0,0,0,0,1,0,10,0,0,0.0,0,0.0,2,10,0,1,1,1,0,0.0,0,0,0.37,0,0,0,Sinan Osmanoğlu,Gençlerbirliği,69369,7802
0,0,0,3,60.0,3,100.0,1,50.0,1,0,58.33,6,75.0,52,1,2,0,5,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0.0,1,50.0,0,1,0,0,1,1,0,0.0,0,0,0.15,0,0,0,Kevin Csoboth,Gençlerbirliği,879542,7802
0,2,0,16,44.44,6,60.0,1,50.0,13,0,80.41,22,47.83,299,2,12,3,11,0,0,0,7,0,0,0,0,0,14,0,78,2,0,0.0,7,58.33,3,12,4,0,1,1,0,0.0,0,0,0.01,0,0,0,Yunus Emre Çift,Samsunspor,1063325,3053
1,2,1,39,42.86,14,48.28,5,31.25,18,2,73.33,53,44.17,927,16,26,9,14,0,0,0,17,0,0,0,0,0,59,3,165,13,3,25.0,6,50.0,12,8,8,2,11,2,1,9.09,1,2,1.83,1,0,0,Sander van de Streek,Antalyaspor,220155,3056
3,2,0,39,42.39,27,36.49,13,52.0,3,3,75.47,66,39.76,1190,24,22,19,17,0,0,0,16,3,0,0,0,0,39,1,160,12,1,50.0,11,84.62,1,9,3,9,26,6,8,11.54,0,5,7.5,0,0,0,Ali Sowe,Çaykur Rizespor,238394,3064
0,0,0,0,0.0,0,0.0,0,0.0,0,0,72.73,0,0.0,42,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,8,0,0,0.0,2,66.67,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Emre Taşdemir,Kasımpaşa,190191,6063
0,2,0,44,43.56,0,0.0,13,35.14,11,0,77.88,44,40.74,446,20,14,14,9,0,0,0,12,2,0,0,0,0,40,1,88,3,2,18.18,4,50.0,4,1,5,1,10,4,5,0.0,0,3,0.46,0,0,0,Samuel Ballet,Antalyaspor,966663,3056
0,1,0,19,54.29,2,50.0,1,25.0,8,0,83.78,21,53.85,327,10,8,1,6,0,0,0,6,1,0,0,0,0,24,1,124,5,1,33.33,9,69.23,3,6,4,0,5,2,2,0.0,0,0,0.37,1,0,1,Eyüp Aydın,Samsunspor,1130115,3053
0,0,1,7,46.67,1,50.0,1,33.33,2,0,88.14,8,47.06,235,4,2,3,6,0,0,0,5,0,0,0,0,0,42,0,104,5,0,0.0,3,75.0,2,1,1,0,4,1,1,0.0,0,0,0.15,0,1,0,Benjamin Bouchouari,Trabzonspor,1046446,3051
0,0,0,18,58.06,4,33.33,2,50.0,14,0,72.99,22,51.16,388,2,6,1,9,0,0,0,4,2,0,0,0,0,31,0,100,6,3,18.75,6,28.57,5,14,4,0,5,1,1,0.0,0,1,0.14,0,1,0,Abdurrahim Dursun,Gençlerbirliği,883275,7802
0,0,0,3,37.5,5,50.0,0,0.0,0,0,86.21,8,44.44,244,3,2,0,6,0,0,0,5,0,0,0,0,0,7,0,75,0,0,0.0,8,47.06,3,12,3,0,2,0,1,0.0,0,0,0.05,0,0,0,Tarkan Serbest,Kocaelispor,164099,3065
1,2,0,10,32.26,11,45.83,1,20.0,4,0,77.12,21,38.18,479,5,7,8,12,0,0,0,8,1,0,0,0,0,27,0,91,8,0,0.0,3,75.0,0,4,2,3,11,4,0,9.09,0,7,2.27,0,0,0,Václav Jurečka,Çaykur Rizespor,225850,3064
0,2,1,57,58.76,9,47.37,12,75.0,31,0,80.52,66,56.9,639,14,19,9,13,0,0,0,6,1,0,0,0,0,39,0,215,2,2,25.0,14,43.75,10,13,8,0,1,0,1,0.0,0,0,0.04,0,1,0,Festy Ebosele,Başakşehir FK,983059,3086
0,1,0,12,63.16,1,25.0,2,100.0,1,0,89.55,13,56.52,164,9,5,1,7,0,0,0,0,0,0,0,0,0,17,0,60,0,0,0.0,3,75.0,0,1,1,0,0,0,0,0.0,0,0,,0,0,0,Efecan Karaca,Alanyaspor,60510,6362
0,2,0,12,50.0,6,42.86,0,0.0,8,0,90.5,18,47.37,594,4,9,1,7,0,0,0,10,0,0,0,0,0,31,0,324,1,0,0.0,29,52.73,4,22,1,0,2,0,0,0.0,0,0,0.1,1,1,0,Riechedly Bazoer,Konyaspor,227196,3085
2,2,0,19,31.15,41,53.95,7,63.64,3,0,60.7,60,43.8,905,10,17,17,17,0,0,0,11,0,0,0,0,0,55,2,122,9,0,0.0,6,66.67,1,8,5,5,19,8,2,10.53,0,11,3.93,0,0,0,Marius Mouandilmadji,Samsunspor,943593,3053
1,2,0,17,56.67,28,70.0,1,100.0,7,0,78.68,45,64.29,639,11,10,1,8,0,0,0,11,1,0,0,0,0,19,0,299,0,0,0.0,16,34.04,9,44,2,0,5,1,1,20.0,0,0,0.52,0,1,0,Anıl Yiğit Çınar,Fatih Karagümrük,1198959,4954
